episode,seat,team,score_bands,day,style,confidence,hour,hands,unlocked_count,has_NE,has_SW,has_SE,crops_total,animals_total,cows,sheep,geese,premium_pipeline,premium_price_ratio,weeds,crop_MELON,crop_WHEAT,ready_MELON,ready_WHEAT,ready_SHEEP,ready_COW,crop_STRAWBERRY,ready_STRAWBERRY,ready_
90104951,1,somewhere after,L4,21,standard_converged,0.6,0,0,3,1,1,0,50,14,8,6,0,165.0,0.8437916666666666,0,9,1,26,4,4,14,40,25,
90104951,1,somewhere after,L4,22,standard_converged,0.6,0,0,3,1,1,0,46,14,8,6,0,196.0,0.7594166666666666,0,8,,29,,0,9,38,39,
90104951,1,somewhere after,L4,23,standard_converged,0.6,0,0,3,1,1,0,45,14,8,6,0,207.0,0.7808750000000001,0,7,,28,,20,15,38,46,
90104951,1,somewhere after,L4,24,standard_converged,0.6,0,0,3,1,1,0,44,14,8,6,0,188.0,0.8016041666666667,0,6,,26,,4,9,38,39,
90104951,1,somewhere after,L4,25,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,169.0,0.8702708333333334,0,5,,24,,0,15,34,34,
90104951,1,somewhere after,L4,26,standard_converged,0.6,0,0,3,1,1,0,31,14,8,6,0,129.0,0.7719166666666667,1,3,,15,,20,9,28,27,
90104951,1,somewhere after,L4,27,standard_converged,0.6,0,0,3,1,1,0,55,14,8,6,0,90.0,0.8581041666666666,3,2,31,11,31,4,15,22,15,
90104951,1,somewhere after,L4,28,standard_converged,0.6,0,0,3,1,1,0,47,14,8,6,0,55.0,0.7980208333333333,10,,32,,32,0,9,15,13,
90104951,1,somewhere after,L4,29,standard_converged,0.6,0,0,3,1,1,0,36,14,8,5,0,37.0,0.8199166666666666,14,,24,,56,20,15,12,6,0
90106933,0,Tianfu Wang (王天夫),L3,0,standard_converged,0.6,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,,,,,,,,,
90106933,0,Tianfu Wang (王天夫),L3,1,standard_converged,0.6,0,0,1,0,0,0,17,4,3,1,0,25.0,1.065,0,7,10,7,10,0,0,,,
90106933,0,Tianfu Wang (王天夫),L3,2,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,25.0,1.0934791666666668,0,7,11,7,11,0,0,,,
90106933,0,Tianfu Wang (王天夫),L3,3,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1148125000000002,0,8,11,8,21,0,0,,,
90106933,0,Tianfu Wang (王天夫),L3,4,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1318124999999999,0,8,11,8,32,0,0,,,
90106933,0,Tianfu Wang (王天夫),L3,5,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,33.0,1.1456875000000002,0,9,7,9,9,0,0,2,0,
90106933,0,Tianfu Wang (王天夫),L3,6,standard_converged,0.6,0,0,1,0,0,0,18,6,4,2,0,38.0,1.1567916666666667,0,10,6,10,6,6,0,2,0,
90106933,0,Tianfu Wang (王天夫),L3,7,standard_converged,0.6,0,0,1,0,0,0,18,7,4,2,0,52.0,1.1753541666666667,0,10,6,17,12,0,0,2,0,0
90106933,0,Tianfu Wang (王天夫),L3,8,standard_converged,0.6,0,0,2,1,0,0,27,7,5,2,0,74.0,1.2060416666666667,0,11,10,25,22,0,18,6,0,
90106933,0,Tianfu Wang (王天夫),L3,9,standard_converged,0.6,0,0,2,1,0,0,29,11,5,6,0,100.0,1.1514166666666668,1,11,6,33,6,4,0,12,0,
90106933,0,Tianfu Wang (王天夫),L3,10,standard_converged,0.6,0,0,2,1,0,0,35,12,6,6,0,122.0,1.1889791666666667,0,11,7,41,11,0,9,17,0,
90106933,0,Tianfu Wang (王天夫),L3,11,standard_converged,0.6,0,0,3,1,1,0,30,14,6,6,0,50.0,1.2000416666666667,1,4,8,8,22,6,0,18,0,0
90106933,0,Tianfu Wang (王天夫),L3,12,standard_converged,0.6,0,0,3,1,1,0,38,14,8,6,0,73.0,1.1914583333333333,1,6,5,13,15,4,9,27,0,
90106933,0,Tianfu Wang (王天夫),L3,13,standard_converged,0.6,0,0,3,1,1,0,47,14,8,6,0,87.0,1.1807916666666667,0,10,4,15,6,0,6,33,0,
90106933,0,Tianfu Wang (王天夫),L3,14,standard_converged,0.6,0,0,3,1,1,0,55,14,8,6,0,115.0,1.1838125,0,13,4,21,10,28,9,38,4,
90106933,0,Tianfu Wang (王天夫),L3,15,standard_converged,0.6,0,0,3,1,1,0,56,14,8,6,0,94.0,1.0210625,0,12,4,14,11,4,9,40,0,
90106933,0,Tianfu Wang (王天夫),L3,16,standard_converged,0.6,0,0,3,1,1,0,56,14,8,6,0,107.0,0.9585833333333333,1,13,3,16,6,0,9,40,4,
90106933,0,Tianfu Wang (王天夫),L3,17,standard_converged,0.6,0,0,3,1,1,0,57,14,8,6,0,117.0,0.9861875,1,13,4,17,6,20,12,40,8,
90106933,0,Tianfu Wang (王天夫),L3,18,standard_converged,0.6,0,0,3,1,1,0,58,14,8,6,0,129.0,0.9145416666666666,0,13,5,15,11,4,9,40,16,
90106933,0,Tianfu Wang (王天夫),L3,19,standard_converged,0.6,0,0,3,1,1,0,57,14,8,6,0,147.0,0.9127291666666666,0,13,4,22,10,0,21,40,18,
90106933,0,Tianfu Wang (王天夫),L3,20,standard_converged,0.6,0,0,3,1,1,0,56,14,8,6,0,167.0,0.8917291666666667,0,13,3,32,9,20,9,40,18,
90106933,0,Tianfu Wang (王天夫),L3,21,standard_converged,0.6,0,0,3,1,1,0,54,14,8,6,0,207.0,0.9160416666666668,0,13,1,42,4,4,14,40,28,
90106933,0,Tianfu Wang (王天夫),L3,22,standard_converged,0.6,0,0,3,1,1,0,50,14,8,6,0,208.0,0.9803541666666666,0,12,,47,,0,9,38,25,
90106933,0,Tianfu Wang (王天夫),L3,23,high_worker_maintenance,0.95,0,0,3,1,1,0,49,14,8,6,0,247.0,0.9248541666666666,0,11,,51,,20,15,38,41,
90106933,0,Tianfu Wang (王天夫),L3,24,high_worker_maintenance,0.95,0,0,3,1,1,0,48,14,8,6,0,214.0,0.9501875000000001,0,10,,50,,4,9,38,26,
90106933,0,Tianfu Wang (王天夫),L3,25,high_worker_maintenance,0.95,0,0,3,1,1,0,39,14,8,6,0,169.0,0.9693750000000001,0,5,,23,,0,15,34,35,
90106933,0,Tianfu Wang (王天夫),L3,26,high_worker_maintenance,0.95,0,0,3,1,1,0,31,14,8,6,0,99.0,0.7514166666666667,2,3,,12,,20,9,28,15,
90106933,0,Tianfu Wang (王天夫),L3,27,high_worker_maintenance,0.95,0,0,3,1,1,0,50,14,8,6,0,94.0,0.745,5,2,26,11,26,4,15,22,17,
90106933,0,Tianfu Wang (王天夫),L3,28,high_worker_maintenance,0.95,0,0,3,1,1,0,47,14,8,6,0,57.0,0.7872083333333333,4,,30,,30,0,9,17,13,
90106933,0,Tianfu Wang (王天夫),L3,29,high_worker_maintenance,0.95,0,0,3,1,1,0,36,14,8,6,0,35.0,0.8463125,8,,25,,53,20,15,11,5,
90106933,1,Devaansh Pathak,L3,0,standard_converged,0.6,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,,,,,,,,,
90106933,1,Devaansh Pathak,L3,1,standard_converged,0.6,0,0,1,0,0,0,16,4,3,1,0,22.0,1.065,0,6,10,6,10,0,0,,,
90106933,1,Devaansh Pathak,L3,2,standard_converged,0.6,0,0,1,0,0,0,17,4,3,1,0,22.0,1.0934791666666668,0,6,11,6,11,0,0,,,
90106933,1,Devaansh Pathak,L3,3,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,25.0,1.1148125000000002,0,7,11,7,18,0,0,,,
90106933,1,Devaansh Pathak,L3,4,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,25.0,1.1318124999999999,0,7,11,7,29,0,0,,,
90106933,1,Devaansh Pathak,L3,5,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,33.0,1.1456875000000002,0,9,7,9,9,0,0,2,0,
90106933,1,Devaansh Pathak,L3,6,standard_converged,0.6,0,0,1,0,0,0,17,6,4,2,0,35.0,1.1567916666666667,0,9,6,9,6,6,0,2,0,
90106933,1,Devaansh Pathak,L3,7,standard_converged,0.6,0,0,1,0,0,0,17,7,4,2,0,47.0,1.1753541666666667,0,9,6,15,12,0,0,2,0,0
90106933,1,Devaansh Pathak,L3,8,standard_converged,0.6,0,0,2,1,0,0,26,7,5,2,0,67.0,1.2060416666666667,0,10,10,22,22,0,18,6,0,
90106933,1,Devaansh Pathak,L3,9,standard_converged,0.6,0,0,2,1,0,0,29,11,5,6,0,91.0,1.1514166666666668,2,10,7,29,7,4,0,12,0,
90106933,1,Devaansh Pathak,L3,10,standard_converged,0.6,0,0,2,1,0,0,34,12,6,6,0,111.0,1.1889791666666667,0,10,7,36,11,0,9,17,0,
90106933,1,Devaansh Pathak,L3,11,standard_converged,0.6,0,0,3,1,1,0,33,14,6,6,0,55.0,1.2000416666666667,0,4,8,9,24,6,0,21,0,0
90106933,1,Devaansh Pathak,L3,12,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,75.0,1.1914583333333333,0,6,6,14,18,4,9,27,0,
90106933,1,Devaansh Pathak,L3,13,standard_converged,0.6,0,0,3,1,1,0,43,14,8,6,0,77.0,1.1807916666666667,2,6,4,12,6,0,6,33,0,
90106933,1,Devaansh Pathak,L3,14,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,105.0,1.1838125,1,9,4,18,12,28,9,38,4,
90106933,1,Devaansh Pathak,L3,15,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,82.0,1.0210625,1,8,4,10,14,4,9,40,0,
90106933,1,Devaansh Pathak,L3,16,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,98.0,0.9585833333333333,1,10,3,13,6,0,9,40,4,
90106933,1,Devaansh Pathak,L3,17,standard_converged,0.6,0,0,3,1,1,0,54,14,8,6,0,108.0,0.9861875,1,10,4,14,6,20,12,40,8,
90106933,1,Devaansh Pathak,L3,18,standard_converged,0.6,0,0,3,1,1,0,54,14,8,6,0,117.0,0.9145416666666666,1,9,5,11,11,4,9,40,16,
90106933,1,Devaansh Pathak,L3,19,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,127.0,0.9127291666666666,1,9,4,14,12,0,21,40,18,
90106933,1,Devaansh Pathak,L3,20,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,151.0,0.8917291666666667,1,9,3,20,11,20,9,40,24,
90106933,1,Devaansh Pathak,L3,21,standard_converged,0.6,0,0,3,1,1,0,50,14,8,6,0,165.0,0.9160416666666668,1,9,1,26,4,4,14,40,25,
90106933,1,Devaansh Pathak,L3,22,standard_converged,0.6,0,0,3,1,1,0,46,14,8,6,0,196.0,0.9803541666666666,3,8,,29,,0,9,38,39,
90106933,1,Devaansh Pathak,L3,23,standard_converged,0.6,0,0,3,1,1,0,45,14,8,6,0,209.0,0.9248541666666666,3,7,,28,,20,15,38,47,
90106933,1,Devaansh Pathak,L3,24,standard_converged,0.6,0,0,3,1,1,0,44,14,8,6,0,186.0,0.9501875000000001,4,6,,26,,4,9,38,38,
90106933,1,Devaansh Pathak,L3,25,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,173.0,0.9693750000000001,4,5,,24,,0,15,34,36,
90106933,1,Devaansh Pathak,L3,26,standard_converged,0.6,0,0,3,1,1,0,31,14,8,6,0,127.0,0.7514166666666667,5,3,,15,,20,9,28,26,
90106933,1,Devaansh Pathak,L3,27,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,90.0,0.745,6,2,28,11,28,4,15,22,15,
90106933,1,Devaansh Pathak,L3,28,standard_converged,0.6,0,0,3,1,1,0,44,14,8,6,0,55.0,0.7872083333333333,13,,29,,29,0,9,15,13,
90106933,1,Devaansh Pathak,L3,29,standard_converged,0.6,0,0,3,1,1,0,34,14,8,5,0,37.0,0.8463125,16,,22,,50,20,15,12,6,0
90106946,0,Rayk Kretzschmar,L3,0,standard_converged,0.6,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,,,,,,,,,
90106946,0,Rayk Kretzschmar,L3,1,standard_converged,0.6,0,0,1,0,0,0,17,4,3,1,0,25.0,1.065,0,7,10,7,10,0,0,,,
90106946,0,Rayk Kretzschmar,L3,2,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,25.0,1.0934791666666668,0,7,11,7,11,0,0,,,
90106946,0,Rayk Kretzschmar,L3,3,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1148125000000002,0,8,11,8,21,0,0,,,
90106946,0,Rayk Kretzschmar,L3,4,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1405625,0,8,11,8,32,0,0,,,
90106946,0,Rayk Kretzschmar,L3,5,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,36.0,1.1569375000000002,0,10,7,10,9,0,0,2,0,
90106946,0,Rayk Kretzschmar,L3,6,standard_converged,0.6,0,0,1,0,0,0,18,6,4,2,0,38.0,1.1705416666666668,0,10,6,10,6,6,0,2,0,
90106946,0,Rayk Kretzschmar,L3,7,standard_converged,0.6,0,0,1,0,0,0,18,7,4,2,0,52.0,1.1972291666666666,0,10,6,17,12,0,0,2,0,0
90106946,0,Rayk Kretzschmar,L3,8,standard_converged,0.6,0,0,2,1,0,0,27,7,5,2,0,74.0,1.2163541666666666,0,11,10,25,22,0,18,6,0,
90106946,0,Rayk Kretzschmar,L3,9,standard_converged,0.6,0,0,2,1,0,0,30,11,5,6,0,100.0,1.1170416666666667,2,11,7,33,7,4,0,12,0,
90106946,0,Rayk Kretzschmar,L3,10,standard_converged,0.6,0,0,2,1,0,0,35,12,6,6,0,122.0,1.1583541666666666,0,11,7,41,11,0,9,17,0,
90106946,0,Rayk Kretzschmar,L3,11,standard_converged,0.6,0,0,3,1,1,0,33,14,6,6,0,55.0,1.1731666666666667,0,4,8,9,24,6,0,21,0,0
90106946,0,Rayk Kretzschmar,L3,12,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,75.0,1.2007708333333333,0,6,6,14,18,4,9,27,0,
90106946,0,Rayk Kretzschmar,L3,13,standard_converged,0.6,0,0,3,1,1,0,43,14,8,6,0,77.0,1.1336875,2,6,4,12,6,0,6,33,0,
90106946,0,Rayk Kretzschmar,L3,14,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,105.0,1.1347291666666666,1,9,4,18,12,28,9,38,4,
90106946,0,Rayk Kretzschmar,L3,15,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,82.0,1.1449375000000002,1,8,4,10,14,4,9,40,0,
90106946,0,Rayk Kretzschmar,L3,16,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,98.0,1.1180416666666666,1,10,3,13,6,0,9,40,4,
90106946,0,Rayk Kretzschmar,L3,17,standard_converged,0.6,0,0,3,1,1,0,54,14,8,6,0,108.0,1.108625,0,10,4,14,6,20,12,40,8,
90106946,0,Rayk Kretzschmar,L3,18,standard_converged,0.6,0,0,3,1,1,0,54,14,8,6,0,117.0,1.0688125,0,9,5,11,11,4,9,40,16,
90106946,0,Rayk Kretzschmar,L3,19,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,127.0,1.0436666666666667,1,9,4,14,12,0,21,40,18,
90106946,0,Rayk Kretzschmar,L3,20,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,151.0,0.9829375,1,9,3,20,11,20,9,40,24,
90106946,0,Rayk Kretzschmar,L3,21,standard_converged,0.6,0,0,3,1,1,0,50,14,8,6,0,165.0,0.9426249999999999,1,9,1,26,4,4,14,40,25,
90106946,0,Rayk Kretzschmar,L3,22,standard_converged,0.6,0,0,3,1,1,0,46,14,8,6,0,196.0,0.9356666666666666,1,8,,29,,0,9,38,39,
90106946,0,Rayk Kretzschmar,L3,23,standard_converged,0.6,0,0,3,1,1,0,45,14,8,6,0,209.0,0.8999583333333334,1,7,,28,,20,15,38,47,
90106946,0,Rayk Kretzschmar,L3,24,standard_converged,0.6,0,0,3,1,1,0,44,14,8,6,0,186.0,0.8349375,1,6,,26,,4,9,38,38,
90106946,0,Rayk Kretzschmar,L3,25,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,173.0,0.6631875,1,5,,24,,0,15,34,36,
90106946,0,Rayk Kretzschmar,L3,26,standard_converged,0.6,0,0,3,1,1,0,31,14,8,6,0,127.0,0.6210833333333333,2,3,,15,,20,9,28,26,
90106946,0,Rayk Kretzschmar,L3,27,standard_converged,0.6,0,0,3,1,1,0,55,14,8,6,0,90.0,0.6501874999999999,3,2,31,11,31,4,15,22,15,
90106946,0,Rayk Kretzschmar,L3,28,standard_converged,0.6,0,0,3,1,1,0,47,14,8,6,0,55.0,0.6208333333333333,10,,32,,32,0,9,15,13,
90106946,0,Rayk Kretzschmar,L3,29,standard_converged,0.6,0,0,3,1,1,0,36,14,8,5,0,37.0,0.6096666666666667,13,,24,,56,20,15,12,6,0
90106946,1,test_money,L3,0,standard_converged,0.6,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,,,,,,,,,
90106946,1,test_money,L3,1,standard_converged,0.6,0,0,1,0,0,0,17,4,3,1,0,25.0,1.065,0,7,10,7,10,0,0,,,
90106946,1,test_money,L3,2,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,25.0,1.0934791666666668,0,7,11,7,11,0,0,,,
90106946,1,test_money,L3,3,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1148125000000002,0,8,11,8,21,0,0,,,
90106946,1,test_money,L3,4,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1405625,0,8,11,8,32,0,0,,,
90106946,1,test_money,L3,5,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,36.0,1.1569375000000002,0,10,7,10,9,0,0,2,0,
90106946,1,test_money,L3,6,standard_converged,0.6,0,0,1,0,0,0,18,6,4,2,0,38.0,1.1705416666666668,0,10,6,10,6,6,0,2,0,
90106946,1,test_money,L3,7,standard_converged,0.6,0,0,1,0,0,0,18,7,4,2,0,52.0,1.1972291666666666,0,10,6,17,12,0,0,2,0,0
90106946,1,test_money,L3,8,standard_converged,0.6,0,0,2,1,0,0,27,7,5,2,0,74.0,1.2163541666666666,0,11,10,25,22,0,18,6,0,
90106946,1,test_money,L3,9,standard_converged,0.6,0,0,2,1,0,0,30,11,5,6,0,100.0,1.1170416666666667,2,11,7,33,7,4,0,12,0,
90106946,1,test_money,L3,10,standard_converged,0.6,0,0,2,1,0,0,35,12,6,6,0,122.0,1.1583541666666666,0,11,7,41,11,0,9,17,0,
90106946,1,test_money,L3,11,standard_converged,0.6,0,0,3,1,1,0,33,14,6,6,0,55.0,1.1731666666666667,0,4,8,9,24,6,0,21,0,0
90106946,1,test_money,L3,12,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,75.0,1.2007708333333333,0,6,6,14,18,4,9,27,0,
90106946,1,test_money,L3,13,standard_converged,0.6,0,0,3,1,1,0,43,14,8,6,0,77.0,1.1336875,2,6,4,12,6,0,6,33,0,
90106946,1,test_money,L3,14,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,105.0,1.1347291666666666,1,9,4,18,12,28,9,38,4,
