episode,day,candidate_cash,opponent_cash,cash_gap,candidate_equity_shed,opponent_equity_shed,equity_shed_gap,candidate_equity_all,opponent_equity_all,equity_all_gap,milk_price,strawberry_price,melon_price,wool_price
90126604,2,215.0,210.0,5.0,215.0,210.0,5.0,215.0,210.0,5.0,181,141,267,217
90126604,3,782.0,780.0,2.0,782.0,780.0,2.0,782.0,780.0,2.0,193,144,269,219
90126604,4,515.0,513.0,2.0,515.0,513.0,2.0,515.0,513.0,2.0,201,147,271,221
90126604,5,650.0,648.0,2.0,650.0,648.0,2.0,650.0,648.0,2.0,208,149,272,222
90126604,6,1590.0,1588.0,2.0,1590.0,1588.0,2.0,1590.0,1588.0,2.0,218,158,274,209
90126604,7,915.0,930.0,-15.0,915.0,930.0,-15.0,915.0,930.0,-15.0,226,164,275,214
90126604,8,1136.0,1151.0,-15.0,1136.0,1151.0,-15.0,1136.0,1151.0,-15.0,212,170,276,217
90126604,9,1297.0,1318.0,-21.0,1297.0,1318.0,-21.0,1297.0,1318.0,-21.0,221,176,277,222
90126604,10,3423.0,3444.0,-21.0,4114.0,4135.0,-21.0,9870.0,9891.0,-21.0,231,182,244,229
90126604,11,7091.0,7112.0,-21.0,9222.0,9243.0,-21.0,9222.0,9243.0,-21.0,239,187,219,230
90126604,12,14840.0,14899.0,-59.0,15073.0,15132.0,-59.0,15770.0,15829.0,-59.0,233,195,209,232
90126604,13,13073.0,13617.0,-544.0,14005.0,14084.0,-79.0,14005.0,14084.0,-79.0,234,202,214,235
90126604,14,19931.0,20038.0,-107.0,22651.0,22758.0,-107.0,26404.0,26511.0,-107.0,239,209,219,228
90126604,15,25472.0,25626.0,-154.0,26339.0,26493.0,-154.0,29415.0,29569.0,-154.0,241,217,192,230
90126604,16,28258.0,28437.0,-179.0,29156.0,29335.0,-179.0,32234.0,32413.0,-179.0,242,225,198,232
90126604,17,34757.0,35166.0,-409.0,38677.0,38897.0,-220.0,42879.0,43099.0,-220.0,244,227,191,232
90126604,18,41528.0,44116.0,-2588.0,45573.0,45906.0,-333.0,49576.0,49909.0,-333.0,243,228,197,230
90126604,19,51204.0,51822.0,-618.0,51607.0,52024.0,-417.0,57841.0,58258.0,-417.0,240,221,202,232
90126604,20,60085.0,60993.0,-908.0,64740.0,65226.0,-486.0,70340.0,70826.0,-486.0,238,215,212,235
90126604,21,64981.0,72086.0,-7105.0,71524.0,72086.0,-562.0,78879.0,79441.0,-562.0,241,214,219,235
90126604,22,78726.0,79294.0,-568.0,81429.0,81997.0,-568.0,84570.0,85138.0,-568.0,241,202,214,234
90126604,23,88609.0,89196.0,-587.0,90729.0,91316.0,-587.0,101699.0,102286.0,-587.0,242,191,209,236
90126604,24,95827.0,100910.0,-5083.0,105151.0,105891.0,-740.0,109705.0,110445.0,-740.0,245,164,204,238
90126604,25,111463.0,112239.0,-776.0,111463.0,112239.0,-776.0,118344.0,119120.0,-776.0,246,112,179,236
90126604,26,117531.0,119015.0,-1484.0,117531.0,119015.0,-1484.0,127638.0,129122.0,-1484.0,244,97,173,238
90126604,27,122418.0,126697.0,-4279.0,126458.0,128364.0,-1906.0,133981.0,135828.0,-1847.0,248,70,165,239
90126604,28,126780.0,135898.0,-9118.0,133550.0,135898.0,-2348.0,136707.0,139055.0,-2348.0,246,76,158,239
90126604,29,151436.0,153513.0,-2077.0,151436.0,153513.0,-2077.0,151436.0,153513.0,-2077.0,236,66,150,235
90137595,0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,172,132,260,209
90137595,1,141.0,141.0,0.0,141.0,141.0,0.0,141.0,141.0,0.0,177,137,264,214
90137595,2,217.0,217.0,0.0,217.0,217.0,0.0,217.0,217.0,0.0,181,141,267,217
90137595,3,786.0,786.0,0.0,786.0,786.0,0.0,786.0,786.0,0.0,185,144,269,219
90137595,4,519.0,519.0,0.0,519.0,519.0,0.0,519.0,519.0,0.0,187,147,271,221
90137595,5,654.0,654.0,0.0,654.0,654.0,0.0,654.0,654.0,0.0,190,149,272,222
90137595,6,1594.0,1594.0,0.0,1594.0,1594.0,0.0,1594.0,1594.0,0.0,193,158,274,209
90137595,7,928.0,928.0,0.0,928.0,928.0,0.0,928.0,928.0,0.0,195,164,275,214
90137595,8,155.0,155.0,0.0,155.0,155.0,0.0,155.0,155.0,0.0,122,170,276,217
90137595,9,284.0,284.0,0.0,284.0,284.0,0.0,284.0,284.0,0.0,139,179,277,200
90137595,10,2546.0,2546.0,0.0,3020.0,3020.0,0.0,8342.0,8342.0,0.0,160,188,244,214
90137595,11,6078.0,6078.0,0.0,7703.0,7703.0,0.0,7703.0,7703.0,0.0,187,196,219,199
90137595,12,12628.0,12472.0,156.0,12784.0,12628.0,156.0,13246.0,13090.0,156.0,156,206,209,196
90137595,13,10404.0,10459.0,-55.0,11047.0,10946.0,101.0,11047.0,10946.0,101.0,169,214,214,199
90137595,14,15141.0,16245.0,-1104.0,17492.0,17346.0,146.0,20464.0,20318.0,146.0,187,222,212,77
90137595,15,19495.0,19161.0,334.0,20418.0,20084.0,334.0,22323.0,21989.0,334.0,185,231,192,77
90137595,16,20943.0,20541.0,402.0,21901.0,21499.0,402.0,24490.0,24088.0,402.0,183,240,198,55
90137595,17,25497.0,25200.0,297.0,26921.0,26624.0,297.0,29931.0,29634.0,297.0,179,243,192,1
90137595,18,29571.0,29749.0,-178.0,31699.0,31862.0,-163.0,35032.0,35195.0,-163.0,154,246,198,1
90137595,19,36422.0,36487.0,-65.0,37041.0,36893.0,148.0,41754.0,41606.0,148.0,124,242,204,49
90137595,20,43699.0,44243.0,-544.0,46718.0,46723.0,-5.0,51469.0,51474.0,-5.0,103,239,214,144
90137595,21,48008.0,49013.0,-1005.0,53309.0,53160.0,149.0,59698.0,59549.0,149.0,118,240,219,193
90137595,22,57967.0,60284.0,-2317.0,59898.0,62215.0,-2317.0,63028.0,65345.0,-2317.0,116,233,214,77
90137595,23,67174.0,69480.0,-2306.0,68295.0,70601.0,-2306.0,77891.0,80197.0,-2306.0,120,227,209,141
90137595,24,76196.0,77931.0,-1735.0,82643.0,84378.0,-1735.0,87762.0,89497.0,-1735.0,183,210,206,192
90137595,25,89917.0,92599.0,-2682.0,89917.0,92599.0,-2682.0,97008.0,99690.0,-2682.0,141,199,183,133
90137595,26,96465.0,99719.0,-3254.0,96465.0,99719.0,-3254.0,105709.0,109993.0,-4284.0,133,195,176,189
90137595,27,101063.0,107638.0,-6575.0,105224.0,109768.0,-4544.0,113232.0,117591.0,-4359.0,160,188,179,199
90137595,28,106656.0,112540.0,-5884.0,113516.0,118005.0,-4489.0,117224.0,121713.0,-4489.0,141,190,192,224
90137595,29,129146.0,133670.0,-4524.0,129146.0,133670.0,-4524.0,129146.0,133670.0,-4524.0,95,187,165,98
90140955,0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,172,132,260,209
90140955,1,141.0,141.0,0.0,141.0,141.0,0.0,141.0,141.0,0.0,177,137,264,214
90140955,2,217.0,217.0,0.0,217.0,217.0,0.0,217.0,217.0,0.0,181,141,267,217
90140955,3,791.0,951.0,-160.0,791.0,951.0,-160.0,791.0,951.0,-160.0,193,151,269,219
90140955,4,524.0,684.0,-160.0,524.0,684.0,-160.0,524.0,684.0,-160.0,201,159,271,221
90140955,5,638.0,798.0,-160.0,638.0,798.0,-160.0,638.0,798.0,-160.0,208,166,272,222
90140955,6,1629.0,1789.0,-160.0,1629.0,1789.0,-160.0,1629.0,1789.0,-160.0,214,172,274,223
90140955,7,945.0,1167.0,-222.0,945.0,1167.0,-222.0,945.0,1167.0,-222.0,219,177,275,229
90140955,8,1045.0,1267.0,-222.0,1045.0,1267.0,-222.0,1045.0,1267.0,-222.0,197,182,276,232
90140955,9,1288.0,1742.0,-454.0,1288.0,1742.0,-454.0,1288.0,1742.0,-454.0,204,186,277,233
90140955,10,3491.0,3945.0,-454.0,4125.0,4579.0,-454.0,9767.0,10221.0,-454.0,212,191,244,236
90140955,11,7278.0,7732.0,-454.0,9225.0,9679.0,-454.0,9225.0,9679.0,-454.0,219,196,219,236
90140955,12,14563.0,15149.0,-586.0,14769.0,15355.0,-586.0,15384.0,15970.0,-586.0,206,203,209,237
90140955,13,12807.0,14028.0,-1221.0,13613.0,14433.0,-820.0,13613.0,14433.0,-820.0,203,210,214,239
90140955,14,19657.0,20560.0,-903.0,22175.0,23078.0,-903.0,25887.0,26790.0,-903.0,206,216,219,235
90140955,15,24899.0,25904.0,-1005.0,25792.0,26797.0,-1005.0,28509.0,29514.0,-1005.0,199,224,192,236
90140955,16,27301.0,28386.0,-1085.0,28222.0,29307.0,-1085.0,30842.0,31927.0,-1085.0,190,231,198,237
90140955,17,33306.0,34598.0,-1292.0,36830.0,37933.0,-1103.0,40684.0,41787.0,-1103.0,177,233,191,237
90140955,18,39027.0,41781.0,-2754.0,43177.0,44560.0,-1383.0,46274.0,47657.0,-1383.0,139,234,197,237
90140955,19,47075.0,48889.0,-1814.0,47478.0,49091.0,-1613.0,51612.0,53225.0,-1613.0,97,228,202,237
90140955,20,53532.0,55876.0,-2344.0,57167.0,59089.0,-1922.0,62355.0,64277.0,-1922.0,63,221,212,239
90140955,21,57182.0,65263.0,-8081.0,63128.0,65263.0,-2135.0,68603.0,70738.0,-2135.0,63,221,219,239
90140955,22,68424.0,70721.0,-2297.0,69964.0,72261.0,-2297.0,72621.0,74918.0,-2297.0,51,210,214,239
90140955,23,76207.0,78506.0,-2299.0,78362.0,80661.0,-2299.0,87157.0,89456.0,-2299.0,42,200,209,240
90140955,24,83858.0,87548.0,-3690.0,89655.0,92599.0,-2944.0,93849.0,96793.0,-2944.0,59,177,204,241
90140955,25,96402.0,99179.0,-2777.0,96402.0,99179.0,-2777.0,101315.0,104092.0,-2777.0,63,151,179,240
90140955,26,100242.0,103962.0,-3720.0,100242.0,103962.0,-3720.0,109681.0,113401.0,-3720.0,55,141,173,241
90140955,27,104113.0,111128.0,-7015.0,108596.0,112815.0,-4219.0,114144.0,118123.0,-3979.0,82,105,165,241
90140955,28,105748.0,118262.0,-12514.0,113879.0,118262.0,-4383.0,116140.0,120315.0,-4175.0,101,108,158,242
90140955,29,127733.0,131837.0,-4104.0,127733.0,131837.0,-4104.0,127733.0,131837.0,-4104.0,17,101,150,239
90143872,0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,172,132,260,209
90143872,1,141.0,141.0,0.0,141.0,141.0,0.0,141.0,141.0,0.0,177,137,264,214
90143872,2,217.0,217.0,0.0,217.0,217.0,0.0,217.0,217.0,0.0,181,141,267,217
90143872,3,786.0,786.0,0.0,786.0,786.0,0.0,786.0,786.0,0.0,185,144,269,219
90143872,4,519.0,519.0,0.0,519.0,519.0,0.0,519.0,519.0,0.0,187,147,271,221
90143872,5,654.0,654.0,0.0,654.0,654.0,0.0,654.0,654.0,0.0,190,149,272,222
90143872,6,1594.0,1594.0,0.0,1594.0,1594.0,0.0,1594.0,1594.0,0.0,193,158,274,209
90143872,7,928.0,928.0,0.0,928.0,928.0,0.0,928.0,928.0,0.0,195,164,275,214
90143872,8,155.0,155.0,0.0,155.0,155.0,0.0,155.0,155.0,0.0,122,170,276,217
90143872,9,288.0,288.0,0.0,288.0,288.0,0.0,288.0,288.0,0.0,139,179,277,200
90143872,10,2558.0,2558.0,0.0,3032.0,3032.0,0.0,8354.0,8354.0,0.0,160,188,244,214
90143872,11,6102.0,6102.0,0.0,7727.0,7727.0,0.0,7727.0,7727.0,0.0,187,196,219,199
90143872,12,12529.0,12700.0,-171.0,12672.0,12843.0,-171.0,13095.0,13266.0,-171.0,143,203,209,196
90143872,13,10216.0,10561.0,-345.0,10752.0,10966.0,-214.0,10752.0,10966.0,-214.0,137,210,214,199
90143872,14,14819.0,15043.0,-224.0,16942.0,17166.0,-224.0,19798.0,20022.0,-224.0,143,216,219,77
90143872,15,18678.0,19141.0,-463.0,19571.0,20034.0,-463.0,20853.0,21316.0,-463.0,126,224,192,55
90143872,16,19550.0,20027.0,-477.0,20471.0,20948.0,-477.0,22362.0,22839.0,-477.0,110,231,198,31
90143872,17,23353.0,23743.0,-390.0,24271.0,24661.0,-390.0,26679.0,27069.0,-390.0,93,233,192,1
90143872,18,26329.0,27241.0,-912.0,28384.0,29267.0,-883.0,30800.0,31683.0,-883.0,63,234,198,11
90143872,19,31210.0,32181.0,-971.0,31616.0,32587.0,-971.0,34614.0,35585.0,-971.0,22,228,204,49
90143872,20,36769.0,38419.0,-1650.0,38740.0,39968.0,-1228.0,42994.0,44222.0,-1228.0,19,221,212,144
90143872,21,40065.0,41495.0,-1430.0,44167.0,45546.0,-1379.0,49183.0,50562.0,-1379.0,22,221,219,193
90143872,22,47787.0,51042.0,-3255.0,49176.0,52431.0,-3255.0,51758.0,55013.0,-3255.0,26,210,214,112
90143872,23,55053.0,58497.0,-3444.0,56411.0,59855.0,-3444.0,64260.0,67704.0,-3444.0,17,200,209,164
90143872,24,62695.0,66149.0,-3454.0,67548.0,71002.0,-3454.0,71781.0,75235.0,-3454.0,72,177,204,199
90143872,25,73209.0,78172.0,-4963.0,73209.0,78172.0,-4963.0,77747.0,82710.0,-4963.0,38,151,179,158
90143872,26,76683.0,82777.0,-6094.0,76683.0,82777.0,-6094.0,84925.0,91019.0,-6094.0,30,141,173,197
90143872,27,80414.0,88756.0,-8342.0,83727.0,90739.0,-7012.0,88580.0,95592.0,-7012.0,47,105,165,200
90143872,28,81810.0,91036.0,-9226.0,88997.0,96191.0,-7194.0,90898.0,98092.0,-7194.0,61,108,179,226
90143872,29,100474.0,108528.0,-8054.0,100474.0,108528.0,-8054.0,100474.0,108528.0,-8054.0,1,97,150,129
90144575,0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,172,132,260,209
90144575,1,141.0,141.0,0.0,141.0,141.0,0.0,141.0,141.0,0.0,177,137,264,214
90144575,2,217.0,217.0,0.0,217.0,217.0,0.0,217.0,217.0,0.0,181,141,267,217
90144575,3,789.0,789.0,0.0,789.0,789.0,0.0,789.0,789.0,0.0,185,144,269,226
90144575,4,522.0,522.0,0.0,522.0,522.0,0.0,522.0,522.0,0.0,187,147,271,230
90144575,5,642.0,642.0,0.0,642.0,642.0,0.0,642.0,642.0,0.0,190,149,272,233
90144575,6,1684.0,1684.0,0.0,1684.0,1684.0,0.0,1684.0,1684.0,0.0,193,158,274,234
90144575,7,1004.0,1004.0,0.0,1004.0,1004.0,0.0,1004.0,1004.0,0.0,195,164,275,236
90144575,8,264.0,264.0,0.0,264.0,264.0,0.0,264.0,264.0,0.0,122,170,276,237
90144575,9,509.0,509.0,0.0,509.0,509.0,0.0,509.0,509.0,0.0,139,179,277,238
90144575,10,2671.0,2671.0,0.0,3145.0,3145.0,0.0,8467.0,8467.0,0.0,160,188,244,240
90144575,11,6434.0,6434.0,0.0,8059.0,8059.0,0.0,8059.0,8059.0,0.0,187,196,219,240
90144575,12,13222.0,13397.0,-175.0,13378.0,13553.0,-175.0,13840.0,14015.0,-175.0,156,203,209,241
90144575,13,11123.0,11486.0,-363.0,11766.0,11973.0,-207.0,11766.0,11973.0,-207.0,169,210,214,242
90144575,14,17945.0,19388.0,-1443.0,20296.0,20489.0,-193.0,23922.0,24115.0,-193.0,187,216,212,239
90144575,15,22981.0,23161.0,-180.0,23874.0,24054.0,-180.0,26463.0,26643.0,-180.0,185,224,192,240
90144575,16,25135.0,25438.0,-303.0,26056.0,26359.0,-303.0,28589.0,28892.0,-303.0,181,231,198,241
90144575,17,31037.0,31323.0,-286.0,34594.0,34880.0,-286.0,38463.0,38749.0,-286.0,177,233,192,241
90144575,18,36796.0,39304.0,-2508.0,40981.0,41570.0,-589.0,44195.0,44784.0,-589.0,152,234,198,240
90144575,19,45200.0,45916.0,-716.0,45606.0,46322.0,-716.0,50115.0,50831.0,-716.0,122,228,204,241
90144575,20,52072.0,53094.0,-1022.0,55974.0,56996.0,-1022.0,61300.0,62322.0,-1022.0,101,221,214,242
90144575,21,56045.0,57459.0,-1414.0,62265.0,63382.0,-1117.0,68180.0,69297.0,-1117.0,103,221,219,243
90144575,22,67827.0,69107.0,-1280.0,69593.0,70873.0,-1280.0,72363.0,73643.0,-1280.0,89,210,214,241
90144575,23,76082.0,77490.0,-1408.0,78260.0,79668.0,-1408.0,87527.0,88935.0,-1408.0,80,200,209,242
90144575,24,83879.0,85110.0,-1231.0,91085.0,92316.0,-1231.0,95496.0,96727.0,-1231.0,135,176,204,243
90144575,25,97364.0,99246.0,-1882.0,97364.0,99246.0,-1882.0,102252.0,104706.0,-2454.0,101,150,179,242
90144575,26,101384.0,104555.0,-3171.0,101384.0,104555.0,-3171.0,111477.0,114504.0,-3027.0,93,145,173,243
90144575,27,105774.0,110138.0,-4364.0,110496.0,114037.0,-3541.0,116583.0,120221.0,-3638.0,120,108,165,244
90144575,28,108194.0,113463.0,-5269.0,116619.0,120392.0,-3773.0,119159.0,122932.0,-3773.0,124,114,179,245
90144575,29,131166.0,135625.0,-4459.0,131166.0,135625.0,-4459.0,131166.0,135625.0,-4459.0,55,105,150,242
90166570,0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,172,132,260,209
90166570,1,141.0,141.0,0.0,141.0,141.0,0.0,141.0,141.0,0.0,177,137,264,214
90166570,2,217.0,511.0,-294.0,217.0,511.0,-294.0,217.0,511.0,-294.0,181,141,267,217
90166570,3,787.0,790.0,-3.0,787.0,790.0,-3.0,787.0,790.0,-3.0,185,144,269,219
90166570,4,520.0,523.0,-3.0,520.0,523.0,-3.0,520.0,523.0,-3.0,187,147,271,221
90166570,5,640.0,643.0,-3.0,640.0,643.0,-3.0,640.0,643.0,-3.0,190,149,272,222
90166570,6,1595.0,1598.0,-3.0,1595.0,1598.0,-3.0,1595.0,1598.0,-3.0,199,158,274,209
90166570,7,913.0,799.0,114.0,913.0,799.0,114.0,913.0,799.0,114.0,206,164,275,214
90166570,8,653.0,539.0,114.0,653.0,539.0,114.0,653.0,539.0,114.0,160,170,276,217
90166570,9,817.0,706.0,111.0,817.0,706.0,111.0,817.0,706.0,111.0,193,179,277,200
90166570,10,3015.0,3437.0,-422.0,3627.0,3437.0,190.0,9225.0,9035.0,190.0,205,188,244,214
90166570,11,6654.0,9065.0,-2411.0,8543.0,9065.0,-522.0,8543.0,9065.0,-522.0,213,196,219,199
90166570,12,13783.0,13827.0,-44.0,13997.0,13827.0,170.0,14638.0,14468.0,170.0,214,203,209,196
90166570,13,12126.0,12587.0,-461.0,13013.0,12587.0,426.0,13013.0,12587.0,426.0,223,210,214,199
90166570,14,17158.0,18248.0,-1090.0,19822.0,19543.0,279.0,22897.0,22618.0,279.0,230,216,219,66
90166570,15,21967.0,22566.0,-599.0,22853.0,22566.0,287.0,25092.0,24102.0,990.0,235,222,192,43
90166570,16,23942.0,23981.0,-39.0,24859.0,23981.0,878.0,27916.0,27038.0,878.0,238,230,198,18
90166570,17,28950.0,29481.0,-531.0,30758.0,29873.0,885.0,34040.0,32445.0,1595.0,237,233,192,1
90166570,18,33926.0,31937.0,1989.0,35978.0,33745.0,2233.0,40019.0,37551.0,2468.0,241,235,198,1
90166570,19,41745.0,39657.0,2088.0,42153.0,39657.0,2496.0,48468.0,45263.0,3205.0,237,232,201,1
90166570,20,50784.0,49002.0,1782.0,52827.0,49224.0,3603.0,57035.0,53204.0,3831.0,233,228,212,49
90166570,21,55946.0,52687.0,3259.0,59180.0,54906.0,4274.0,66766.0,61780.0,4986.0,239,230,219,144
90166570,22,65304.0,65664.0,-360.0,67941.0,65664.0,2277.0,71303.0,69026.0,2277.0,238,221,206,61
90166570,23,75612.0,73561.0,2051.0,76615.0,74564.0,2051.0,87294.0,84519.0,2775.0,242,215,209,129
90166570,24,84360.0,87385.0,-3025.0,91305.0,88841.0,2464.0,96565.0,93906.0,2659.0,246,196,204,161
90166570,25,99770.0,96611.0,3159.0,99770.0,96611.0,3159.0,108075.0,103828.0,4247.0,247,179,179,121
90166570,26,107679.0,103664.0,4015.0,107679.0,103664.0,4015.0,118747.0,114383.0,4364.0,247,176,173,183
90166570,27,114689.0,113560.0,1129.0,117472.0,113560.0,3912.0,126222.0,121561.0,4661.0,250,164,165,179
90166570,28,120592.0,121551.0,-959.0,126471.0,121551.0,4920.0,130856.0,125438.0,5418.0,250,166,158,199
90166570,29,144545.0,136814.0,7731.0,144545.0,136814.0,7731.0,144545.0,136814.0,7731.0,243,161,150,98
90169920,0,4.0,28.0,-24.0,4.0,28.0,-24.0,4.0,28.0,-24.0,172,132,260,209
